1_cell_neg_1	0
1_cell_neg_2	0
1_cell_neg_3	0
1_cell_neg_4	0
1_cell_neg_5	0
1_cell_neg_6	1
1_cell_neg_7	0
1_cell_neg_8	0
1_cell_neg_9	0
1_cell_neg_10	0
1_cell_neg_11	0
1_cell_neg_12	0
1_cell_neg_13	0
1_cell_neg_14	0
1_cell_neg_15	0
1_cell_neg_16	0
1_cell_neg_17	1
1_cell_neg_18	0
1_cell_neg_19	0
1_cell_neg_20	0
1_cell_neg_21	0
1_cell_neg_22	0
1_cell_neg_23	0
1_cell_neg_24	0
1_cell_neg_25	0
1_cell_neg_26	1
1_cell_neg_27	2
1_cell_neg_28	0
1_cell_neg_29	0
1_cell_neg_30	0
1_cell_neg_31	1
1_cell_neg_32	0
1_cell_neg_33	0
1_cell_neg_34	0
1_cell_neg_35	0
1_cell_neg_36	0
1_cell_neg_37	0
1_cell_neg_38	0
1_cell_neg_39	0
1_cell_neg_40	0
1_cell_neg_41	0
1_cell_neg_42	0
1_cell_neg_43	0
1_cell_neg_44	0
1_cell_neg_45	0
1_cell_neg_46	0
1_cell_neg_47	0
1_cell_neg_48	0
1_cell_neg_49	0
1_cell_neg_50	0
1_cell_neg_51	0
1_cell_neg_52	0
1_cell_neg_53	0
1_cell_neg_54	0
1_cell_neg_55	0
1_cell_neg_56	0
1_cell_neg_57	0
1_cell_neg_58	0
1_cell_neg_59	0
1_cell_neg_60	0
1_cell_neg_61	1
1_cell_neg_62	0
1_cell_neg_63	0
1_cell_neg_64	0
1_cell_neg_65	0
1_cell_neg_66	0
1_cell_neg_67	0
1_cell_neg_68	0
1_cell_neg_69	0
1_cell_neg_70	0
1_cell_neg_71	0
1_cell_neg_72	0
1_cell_neg_73	0
1_cell_neg_74	0
1_cell_neg_75	0
1_cell_neg_76	0
1_cell_neg_77	0
1_cell_neg_78	1
1_cell_neg_79	0
1_cell_neg_80	0
1_cell_neg_81	1
1_cell_neg_82	0
1_cell_neg_83	0
1_cell_neg_84	0
1_cell_neg_85	0
1_cell_neg_86	0
1_cell_neg_87	0
1_cell_neg_88	1
1_cell_neg_89	0
1_cell_neg_90	0
1_cell_neg_91	0
1_cell_neg_92	0
1_cell_neg_93	0
1_cell_neg_94	0
1_cell_neg_95	0
1_cell_neg_96	0
1_cell_neg_97	1
1_cell_neg_98	0
1_cell_neg_99	0
1_cell_neg_100	0
1_cell_neg_101	0
1_cell_neg_102	1
1_cell_neg_103	0
1_cell_neg_104	0
1_cell_neg_105	0
1_cell_neg_106	0
1_cell_neg_107	0
1_cell_neg_108	0
1_cell_neg_109	1
1_cell_neg_110	0
1_cell_neg_111	0
1_cell_neg_112	0
1_cell_neg_113	0
1_cell_neg_114	0
1_cell_neg_115	0
1_cell_neg_116	0
1_cell_neg_117	0
1_cell_neg_118	0
1_cell_neg_119	1
1_cell_neg_120	0
1_cell_neg_121	0
1_cell_neg_122	1
1_cell_neg_123	0
1_cell_neg_124	0
1_cell_neg_125	0
1_cell_neg_126	0
1_cell_neg_127	0
1_cell_neg_128	0
1_cell_neg_129	1
1_cell_neg_130	0
1_cell_neg_131	0
1_cell_neg_132	0
1_cell_neg_133	0
1_cell_neg_134	0
1_cell_neg_135	0
1_cell_neg_136	0
1_cell_neg_137	0
1_cell_neg_138	0
1_cell_neg_139	0
1_cell_neg_140	0
1_cell_neg_141	0
1_cell_neg_142	0
1_cell_neg_143	0
1_cell_neg_144	0
1_cell_neg_145	0
1_cell_neg_146	0
1_cell_neg_147	0
1_cell_neg_148	0
1_cell_neg_149	0
1_cell_neg_150	0
1_cell_neg_151	0
1_cell_neg_152	0
1_cell_neg_153	0
1_cell_neg_154	0
1_cell_neg_155	0
1_cell_neg_156	0
1_cell_neg_157	0
1_cell_neg_158	0
1_cell_neg_159	0
1_cell_neg_160	0
1_cell_neg_161	0
1_cell_neg_162	0
1_cell_neg_163	0
1_cell_neg_164	0
1_cell_neg_165	0
1_cell_neg_166	0
1_cell_neg_167	0
1_cell_neg_168	0
1_cell_neg_169	0
1_cell_neg_170	0
1_cell_neg_171	1
1_cell_neg_172	0
1_cell_neg_173	0
1_cell_neg_174	0
1_cell_neg_175	0
1_cell_neg_176	0
1_cell_neg_177	0
1_cell_neg_178	0
1_cell_neg_179	0
1_cell_neg_180	0
1_cell_neg_181	0
1_cell_neg_182	0
1_cell_neg_183	0
1_cell_neg_184	0
1_cell_neg_185	0
1_cell_neg_186	0
1_cell_neg_187	0
1_cell_neg_188	0
1_cell_neg_189	0
1_cell_neg_190	0
1_cell_neg_191	0
1_cell_neg_192	1
1_cell_neg_193	1
1_cell_neg_194	0
1_cell_neg_195	0
1_cell_neg_196	0
1_cell_neg_197	0
1_cell_neg_198	0
1_cell_neg_199	1
1_cell_neg_200	0
1_cell_neg_201	0
1_cell_neg_202	0
1_cell_neg_203	0
1_cell_neg_204	0
1_cell_neg_205	0
1_cell_neg_206	0
1_cell_neg_207	0
1_cell_neg_208	0
1_cell_neg_209	0
1_cell_neg_210	0
1_cell_neg_211	0
1_cell_neg_212	0
1_cell_neg_213	0
1_cell_neg_214	0
1_cell_neg_215	0
1_cell_neg_216	0
1_cell_neg_217	0
1_cell_neg_218	0
1_cell_neg_219	0
1_cell_neg_220	0
1_cell_neg_221	0
1_cell_neg_222	0
1_cell_neg_223	0
1_cell_neg_224	0
1_cell_neg_225	0
1_cell_neg_226	0
1_cell_neg_227	0
1_cell_neg_228	0
1_cell_neg_229	1
1_cell_neg_230	1
1_cell_neg_231	0
1_cell_neg_232	0
1_cell_neg_233	0
1_cell_neg_234	0
1_cell_neg_235	0
1_cell_neg_236	0
1_cell_neg_237	0
1_cell_neg_238	0
1_cell_neg_239	0
1_cell_neg_240	0
1_cell_neg_241	0
1_cell_neg_242	0
1_cell_neg_243	0
1_cell_neg_244	0
1_cell_neg_245	0
1_cell_neg_246	0
1_cell_neg_247	0
1_cell_neg_248	0
1_cell_neg_249	0
1_cell_neg_250	0
1_cell_neg_251	0
1_cell_neg_252	0
1_cell_neg_253	0
1_cell_neg_254	0
1_cell_neg_255	0
13_cell_pos_1	0
13_cell_pos_2	0
13_cell_pos_3	0
13_cell_pos_4	0
13_cell_pos_5	0
13_cell_pos_6	0
13_cell_pos_7	0
13_cell_pos_8	0
13_cell_pos_9	0
13_cell_pos_10	0
13_cell_pos_11	0
13_cell_pos_12	0
13_cell_pos_13	0
13_cell_pos_14	0
13_cell_pos_15	0
13_cell_pos_16	0
13_cell_pos_17	0
13_cell_pos_18	0
13_cell_pos_19	0
13_cell_pos_20	1
13_cell_pos_21	0
13_cell_pos_22	1
13_cell_pos_23	0
13_cell_pos_24	0
13_cell_pos_25	0
13_cell_pos_26	0
13_cell_pos_27	0
13_cell_pos_28	0
13_cell_pos_29	0
13_cell_pos_30	0
13_cell_pos_31	0
13_cell_pos_32	0
13_cell_pos_33	0
13_cell_pos_34	0
13_cell_pos_35	1
13_cell_pos_36	0
13_cell_pos_37	1
13_cell_pos_38	0
13_cell_pos_39	0
13_cell_pos_40	0
13_cell_pos_41	0
13_cell_pos_42	1
13_cell_pos_43	0
13_cell_pos_44	0
13_cell_pos_45	0
13_cell_pos_46	0
13_cell_pos_47	1
13_cell_pos_48	0
13_cell_pos_49	0
13_cell_pos_50	0
13_cell_pos_51	0
13_cell_pos_52	0
13_cell_pos_53	0
